Now all @Apple has to do is get swype on the iphone and it will be crack . Iphone that is	R D @ V P V V V ^ P D ^ & O V V N , ^ O V	0.9788 0.8466 0.9902 0.9973 0.9636 0.9977 0.9889 0.9735 0.7337 0.9979 0.9991 0.8325 0.9991 0.9979 0.9988 0.9984 0.7336 0.9978 0.7396 0.5288 0.9987	Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is
Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5LbarN3n	^ V P N N N # # U	0.9631 0.9586 0.9963 0.8891 0.9838 0.9724 0.9398 0.9937 0.9977	Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5LbarN3n
Securing #Microsoft Exchange 2010 with #SSL Certificate http://t.co/DAwnAbvX #Exchange2010 #ITSecurity	V ^ ^ $ P ^ ^ U # #	0.9810 0.5765 0.9899 0.9951 0.9964 0.7398 0.5293 0.9951 0.9734 0.9914	Securing #Microsoft Exchange 2010 with #SSL Certificate http://t.co/DAwnAbvX #Exchange2010 #ITSecurity
Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7	V N , # # , R V O T , U	0.9351 0.8915 0.8879 0.9593 0.9711 0.9451 0.8693 0.9884 0.9232 0.9318 0.8950 0.9978	Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7
Not sure how I feel about the Black Keys playing at the U-Village Microsoft store . Guess they * are * getting paid , that's good . #Microsoft	R A R O V P D ^ ^ V P D ^ ^ N , V O , V , V V , L A , #	0.9991 0.9014 0.9929 0.9991 0.9996 0.9970 0.9988 0.6265 0.9472 0.9985 0.9991 0.9947 0.5293 0.9993 0.9565 0.9977 0.9968 0.9880 0.9795 0.9973 0.9812 0.9995 0.9133 0.9984 0.9917 0.9983 0.9934 0.9829	Not sure how I feel about the Black Keys playing at the U-Village Microsoft store. Guess they *are* getting paid, that's good. #Microsoft
http://t.co/J3p3KYHf	U	0.9940	http://t.co/J3p3KYHf
#Apple #Google #Microsoft #Blackberry #Nokia #HTC #Samsung #Motorola #WindowsPhone7 #iPhone #Android #Droid #Tablets	^ ^ ^ ^ ^ ^ ^ ^ # # # # #	0.7744 0.9004 0.7422 0.9774 0.9144 0.9729 0.9567 0.9275 0.4772 0.8686 0.9330 0.8370 0.9617	#Apple #Google #Microsoft #Blackberry #Nokia #HTC #Samsung #Motorola #WindowsPhone7 #iPhone #Android #Droid #Tablets
will be at the London #Microsoft Partner Business Briefing tomorrow - see some of you there :)	V V P D ^ ^ ^ ^ N N , V D P O R E	0.9816 0.9993 0.9991 0.9968 0.9986 0.7304 0.9740 0.6191 0.8875 0.9856 0.8566 0.9911 0.9324 0.9972 0.9993 0.8867 0.9959	will be at the London #Microsoft Partner Business Briefing tomorrow - see some of you there :)
Microsoft turns your body into a touchscreen http://t.co/8LbJuq4y #Microsoft	^ V D N P D N U #	0.9630 0.9977 0.9958 0.9991 0.9997 0.9868 0.6086 0.9957 0.9874	Microsoft turns your body into a touchscreen http://t.co/8LbJuq4y #Microsoft
@DaniWeb MS business intelligence development studio . Where u create SSRS reports and SSIS packages . Wonderful world of #microsoft :)	@ ^ N N N N , R O V ^ N & ^ N , A N P # E	0.9984 0.8944 0.7607 0.9965 0.9939 0.9970 0.9982 0.9191 0.9987 0.9969 0.8248 0.9701 0.9976 0.7953 0.9823 0.9980 0.9929 0.9961 0.9966 0.4165 0.9928	@DaniWeb MS business intelligence development studio. Where u create SSRS reports and SSIS packages. Wonderful world of #microsoft :)
Microsoft turns your body into a touchscreen http://t.co/j1T6kHgP #Microsoft	^ V D N P D N U #	0.9630 0.9977 0.9958 0.9991 0.9997 0.9868 0.6086 0.9957 0.9874	Microsoft turns your body into a touchscreen http://t.co/j1T6kHgP #Microsoft
Microsoft turns your body into a touchscreen http://t.co/YE0NZy82 #Microsoft	^ V D N P D N U #	0.9630 0.9977 0.9958 0.9991 0.9997 0.9868 0.6086 0.9957 0.9874	Microsoft turns your body into a touchscreen http://t.co/YE0NZy82 #Microsoft
Join Brainware in ORLANDO 11/2-discuss financial best practices , automation tech w/speakers from #disney and #microsoft http://t.co/gLYzOXMc	V ^ P ^ $ A A N , N N P P ^ & # U	0.9546 0.6081 0.9835 0.9996 0.9779 0.9112 0.9900 0.9995 0.9980 0.9617 0.9694 0.6996 0.9899 0.6408 0.9985 0.7719 0.9960	Join Brainware in ORLANDO 11/2-discuss financial best practices, automation tech w/speakers from #disney and #microsoft http://t.co/gLYzOXMc
Did you know there is a #Microsoft Learning facebook page where you can find deals and course info #MCTSummitNA	V O V X V D N V ^ N R O V V N & N N #	0.9991 0.9995 0.9992 0.6679 0.9983 0.9917 0.4776 0.9775 0.9395 0.9643 0.9763 0.9995 0.9997 0.9990 0.9544 0.9983 0.9170 0.7680 0.9027	Did you know there is a #Microsoft Learning facebook page where you can find deals and course info #MCTSummitNA
Tool to allow users to apply #DataQuality rules directly from MS Excel . Learn more @infamarketplace . http://t.co/jkZqrnO6 #Excel #Microsoft	N P V N P V ^ N R P ^ ^ , V A @ , U # #	0.9665 0.9989 0.9943 0.9923 0.9987 0.9957 0.5007 0.5865 0.9857 0.9995 0.9904 0.9281 0.9952 0.9310 0.5001 0.9908 0.9828 0.9965 0.9634 0.9960	Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/jkZqrnO6 #Excel #Microsoft
@tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #Microsoft Tech Center	@ & @ R V P ^ V V P D ^ ^ N P D ^ ^ ^	0.9980 0.9991 0.9978 0.9981 0.9970 0.9095 0.9019 0.5592 0.9335 0.9990 0.9932 0.5954 0.9739 0.8638 0.9998 0.9954 0.8437 0.9818 0.5183	@tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #Microsoft Tech Center
#Microsoft are patenting applying personas of celebrities to #Bing results http://t.co/JBmsaU6O	# V V V N P N P V N U	0.5744 0.9955 0.7000 0.9903 0.9197 0.9947 0.9942 0.9986 0.5553 0.9391 0.9971	#Microsoft are patenting applying personas of celebrities to #Bing results http://t.co/JBmsaU6O
Check out this Interesting Blog on Tips from #YouSendIt 4 wht 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/yLF30h0h	V T D A N P N P ^ P O P V R V P ^ ^ $ U	0.9916 0.9421 0.9379 0.8369 0.9783 0.9927 0.7487 0.9992 0.9887 0.6104 0.3353 0.8024 0.9801 0.9822 0.9450 0.7244 0.5182 0.9857 0.9857 0.9979	Check out this Interesting Blog on Tips from #YouSendIt 4 wht 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/yLF30h0h
RT @sholliman : #SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus , get off the road .	~ @ ~ # # ^ ^ V V P D N & P O V V P V P D N , V T D N ,	0.9979 0.9982 0.9800 0.6521 0.8170 0.9929 0.9577 0.9834 0.9925 0.9578 0.9993 0.9701 0.9974 0.9917 0.9997 1.0000 0.9999 0.9912 0.9994 0.9901 0.9993 0.9850 0.9972 0.9983 0.7279 0.9997 0.9939 0.9988	RT @sholliman: #SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus, get off the road.
Learn how you can now upload SRS reports to #Microsoft CRM 2011 Online . #CRM2011 http://t.co/RrcF9W2V	V R O V R V ^ N P ^ ^ $ A , # U	0.8890 0.9873 0.9997 0.9996 0.9952 0.6748 0.5323 0.8714 0.9980 0.5604 0.8935 0.9319 0.7110 0.9984 0.8627 0.9982	Learn how you can now upload SRS reports to #Microsoft CRM 2011 Online. #CRM2011  http://t.co/RrcF9W2V
#SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus , get off the road .	# # ^ ^ V V P D N & P O V V P V P D N , V T D N ,	0.7289 0.7849 0.9949 0.9612 0.9834 0.9925 0.9578 0.9993 0.9701 0.9974 0.9917 0.9997 1.0000 0.9999 0.9912 0.9994 0.9901 0.9993 0.9850 0.9972 0.9983 0.7279 0.9998 0.9951 0.9987	#SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus, get off the road.
Yahoo ! Just received welcome letter to join #TFS Preview . Thanks #Microsoft	^ , R V A N P V ^ ^ , N #	0.8459 0.8838 0.9986 0.9881 0.6188 0.9937 0.9989 0.9980 0.5170 0.6587 0.9927 0.7675 0.9122	Yahoo! Just received welcome letter to join #TFS Preview. Thanks #Microsoft
Does anyone out there have some good online training or tips on using InforPath 2010 to build forms with rules ? #Microsoft #SharePoint	V N P R V D A A N & N P V ^ $ P V N P N , # #	0.9980 0.8891 0.8108 0.6847 0.9944 0.9906 0.9971 0.9382 0.9960 0.9881 0.9937 0.9960 0.8906 0.4243 0.9757 0.9975 0.9982 0.9372 0.9989 0.9761 0.9959 0.8762 0.9842	Does anyone out there have some good online training or tips on using InforPath 2010 to build forms with rules?  #Microsoft #SharePoint
Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work fo ... http://t.co/nnvy8NP2	V T D R V N N P A N P R ^ ^ ^ V V G ~ U	0.9916 0.9474 0.9696 0.6819 0.8257 0.8454 0.9678 0.9969 0.9910 0.9990 0.9925 0.9498 0.4176 0.7905 0.7429 0.9844 0.6809 0.5189 0.9547 0.9986	Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work fo... http://t.co/nnvy8NP2
Print Ads Dead ? Not with #Microsoft #TAG on your ad learn more here - http://t.co/vfZRTkaa	N N A , R P ^ N P D N V R R , U	0.6141 0.9460 0.3803 0.9984 0.9948 0.9983 0.8391 0.4291 0.9985 0.9948 0.9982 0.9884 0.8865 0.9833 0.9138 0.9959	Print Ads Dead ? Not with #Microsoft #TAG on your ad learn more here - http://t.co/vfZRTkaa
#Microsoft Is Getting More Serious About Daily ( #Bing ) #Deals http://t.co/yt8AW0gK	# V V A A P ^ , # , # U	0.4112 0.9933 0.9875 0.7880 0.9530 0.9857 0.6979 0.9668 0.8646 0.9533 0.8599 0.9978	#Microsoft Is Getting More Serious About Daily (#Bing) #Deals http://t.co/yt8AW0gK
Nokia 800 “ Searay ” Windows Phone press shots leak http://t.co/HwZzIEKk #microsoft #windows	^ $ , A , ^ N N N N U # #	0.9923 0.9724 0.9672 0.2605 0.9793 0.9446 0.5533 0.9817 0.9967 0.9221 0.9944 0.9886 0.9896	Nokia 800 “Searay” Windows Phone press shots leak http://t.co/HwZzIEKk #microsoft #windows
A Child’s-Eye View Of #Microsoft’s #Kinect For Kids : http://t.co/xW1ACTtj | #solutions #Kasper	D A N P Z ^ P N , U G # #	0.9865 0.6512 0.9902 0.9911 0.6262 0.9507 0.9923 0.5111 0.9047 0.9953 0.8337 0.5801 0.8413	A Child’s-Eye View Of #Microsoft’s #Kinect For Kids: http://t.co/xW1ACTtj | #solutions #Kasper
Microsoft CEO Steve Ballmer confirms Nokia Windows Phone devices due next week http://t.co/rDTzumtZ #Microsoft #Nokia	^ ^ ^ ^ V ^ ^ N N P A N U # #	0.9824 0.9032 0.9995 0.9870 0.9559 0.9979 0.9848 0.5312 0.9629 0.4052 0.8901 0.9973 0.9943 0.9612 0.9737	Microsoft CEO Steve Ballmer confirms Nokia Windows Phone devices due next week http://t.co/rDTzumtZ #Microsoft #Nokia
#microsoft 1st ever global ad campaign : great full circle focus on integrated product connectivity and global relevance http://t.co/ZCevlB1a	# A R A N N , A A N V P A N N & A N U	0.8439 0.7330 0.9883 0.9957 0.9987 0.9945 0.9602 0.9977 0.9635 0.9990 0.7112 0.9575 0.7410 0.9995 0.9787 0.9980 0.9823 0.9996 0.9970	#microsoft 1st ever global ad campaign:great full circle focus on integrated product connectivity and global relevance http://t.co/ZCevlB1a
#Breakfast at #Microsoft with #PMs in SF 10/25 : http://t.co/JXpUVecS	# P ^ P ^ P ^ $ , U	0.7664 0.9970 0.9412 0.9920 0.6697 0.9938 0.9674 0.7483 0.9047 0.9946	#Breakfast at #Microsoft with #PMs in SF 10/25: http://t.co/JXpUVecS
Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work for you ! http://t.co/hmT51bdf	V T D R V N N P A N P R ^ ^ ^ V V P O , U	0.9916 0.9474 0.9696 0.6819 0.8257 0.8454 0.9678 0.9969 0.9910 0.9990 0.9925 0.9498 0.4176 0.7905 0.7429 0.9844 0.7718 0.9989 0.9987 0.9984 0.9977	Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work for you!  http://t.co/hmT51bdf
#HTC Arrive #Windows Phone ( #Sprint ) Review http://t.co/CdkPyjZV #windowsphone7 #xboxlive #mobile #cdma #microsoft	^ V ^ ^ , ^ , N U # # # # #	0.8128 0.5995 0.5979 0.8400 0.9729 0.6741 0.9579 0.6970 0.9944 0.9799 0.9902 0.9862 0.9781 0.9863	#HTC Arrive #Windows Phone (#Sprint) Review http://t.co/CdkPyjZV #windowsphone7 #xboxlive #mobile #cdma #microsoft
What to Consider When Migrating to #Microsoft Exchange 2010 : http://t.co/jmyt6myL #yousendit booth 624 #gartnersym	O P V R V P ^ ^ $ , U ^ N $ #	0.9862 0.9943 0.9931 0.9849 0.9885 0.9946 0.7856 0.9875 0.9895 0.6841 0.9972 0.5736 0.9135 0.9882 0.8788	What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym
RT @NeowinFeed : Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin	~ @ ~ ^ ^ N ^ # # U #	0.9979 0.9991 0.9866 0.9906 0.9676 0.5307 0.9610 0.6512 0.9805 0.9946 0.9841	RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
#Microsoft Explains and Refines the #Windows 8 Start Screen - http://t.co/IIlXENKI #ux #ixd	# V & V D ^ $ V ^ , U # #	0.5719 0.9833 0.9968 0.9898 0.9957 0.4885 0.9508 0.6508 0.6086 0.8953 0.9937 0.8906 0.9586	#Microsoft Explains and Refines the #Windows 8 Start Screen - http://t.co/IIlXENKI #ux #ixd
Steve Ballmer slams Android #microsoft #steveballmer : Microsoft CEO Steve Ballmer was highly critical of Google ' ... http://t.co/dgNBSbuJ	^ ^ N ^ # # , ^ ^ ^ ^ V R A P ^ , ~ U	0.9843 0.9690 0.5729 0.9647 0.6512 0.9685 0.8254 0.9880 0.8984 0.9992 0.9858 0.9632 0.9988 0.9943 0.9981 0.9900 0.6293 0.6429 0.9979	Steve Ballmer slams Android #microsoft #steveballmer: Microsoft CEO Steve Ballmer was highly critical of Google'... http://t.co/dgNBSbuJ
Steve Ballmer slams Android #microsoft #steveballmer http://t.co/iYTWIZzv #microsoft	^ ^ N ^ # # U #	0.9843 0.9690 0.5729 0.9647 0.6512 0.9780 0.9955 0.9873	Steve Ballmer slams Android #microsoft #steveballmer http://t.co/iYTWIZzv #microsoft
Steve Ballmer slams Android #microsoft #steveballmer http://t.co/fD1m8vN1	^ ^ N ^ # # U	0.9843 0.9690 0.5729 0.9647 0.6774 0.9780 0.9983	Steve Ballmer slams Android #microsoft #steveballmer http://t.co/fD1m8vN1
Steve Ballmer slams Android #microsoft #steveballmer http://t.co/rVTTHD7P	^ ^ N ^ # # U	0.9843 0.9690 0.5729 0.9647 0.6774 0.9780 0.9983	Steve Ballmer slams Android #microsoft #steveballmer http://t.co/rVTTHD7P
Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin	^ ^ N ^ # # U #	0.9843 0.9690 0.5729 0.9647 0.6512 0.9780 0.9957 0.9842	Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
Check out our podacst regarding Sugar's Edge In Tems Of Database Structure http://t.co/Qv4DAw7A #Microsoft CRM	V T D N V Z N P ^ P N N U # N	0.9916 0.9474 0.9543 0.6432 0.9620 0.8774 0.8166 0.9952 0.8554 0.7503 0.9171 0.9881 0.9966 0.9310 0.5157	Check out our podacst regarding Sugar's Edge In Tems Of Database Structure http://t.co/Qv4DAw7A #Microsoft CRM
Steve Ballmer slams Android #microsoft #steveballmer http://t.co/wfSSexks	^ ^ N ^ # # U	0.9843 0.9690 0.5729 0.9647 0.6774 0.9780 0.9974	Steve Ballmer slams Android #microsoft #steveballmer http://t.co/wfSSexks
#Microsoft Stores offering a free Windows Phone with a $499 purchase http://t.co/nfpvegDK #wp7 #windowsphone #wp75 #mango #msft	# N V D A ^ N P D $ N U # # # # #	0.7299 0.7034 0.9927 0.9958 0.9939 0.6856 0.6358 0.9995 0.9978 0.9810 0.9595 0.9938 0.9886 0.9877 0.9943 0.9940 0.9962	#Microsoft Stores offering a free Windows Phone with a $499 purchase http://t.co/nfpvegDK #wp7 #windowsphone #wp75 #mango #msft
The Great Tech War Of 2012 : http://t.co/RbEvrtfz #Tech #Mobile #2012 #Wireless #Apple #Google #Microsoft	D A N N P $ , U # # # # # # #	0.9821 0.7140 0.8391 0.9979 0.9920 0.9481 0.6841 0.9932 0.9804 0.9916 0.9927 0.9736 0.7026 0.9403 0.9918	The Great Tech War Of 2012 : http://t.co/RbEvrtfz #Tech #Mobile #2012 #Wireless #Apple #Google #Microsoft
New #snom Webinar Nov . 2 : Accelerate #Microsoft #Lync Deployments with snom #UC . Register here http://t.co/FYyIIMIX #VARs #phones	A N N ^ , $ , V # # N P ^ ^ , V R U # #	0.9643 0.4430 0.6733 0.9196 0.9863 0.9116 0.9527 0.9251 0.6110 0.8289 0.8558 0.9989 0.3751 0.9230 0.9848 0.5843 0.9688 0.9946 0.8647 0.9402	New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones
#Europe Approves #Microsoft Takeover of #Skype - http://mrkt.ms/r9CGEO #UK #London	# V ^ N P ^ , U # #	0.5563 0.9140 0.8079 0.8931 0.9974 0.9952 0.8937 0.9793 0.9278 0.9960	#Europe Approves #Microsoft Takeover of #Skype -http://mrkt.ms/r9CGEO #UK #London
Isn't this a little too much ?	V O D A R A ,	0.9856 0.7683 0.9935 0.9679 0.9988 0.7487 0.9970	Isn't this a little too much?
http://t.co/ILWPs3f9 #xbox #microsoft #technology	U # # #	0.9907 0.9877 0.9933 0.9822	http://t.co/ILWPs3f9 #xbox #microsoft #technology
@allyfish87 leaning that way for battery . Have #Microsoft xbox , media pc and zune so would a Droid fit better ? #idk thanks tho :)	@ V D N P N , V ^ ^ , N N & N P V D ^ V A , # N P E	0.9990 0.9965 0.9089 0.9498 0.9995 0.9612 0.9982 0.9914 0.4047 0.9830 0.9922 0.7404 0.5605 0.9967 0.8770 0.7659 0.9944 0.9773 0.6991 0.5672 0.6345 0.9931 0.8270 0.9397 0.4179 0.9976	@allyfish87 leaning that way for battery. Have #Microsoft xbox, media pc and zune so would a Droid fit better? #idk thanks tho :)
RT @Microsoft_EDU : Quality #education is vital . Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/Gym6pUUx #EDU11	~ @ ~ ^ N V A , V ^ & ^ N P ^ U #	0.9979 0.9991 0.9679 0.7524 0.9501 0.9978 0.9903 0.9978 0.9849 0.4753 0.9923 0.6789 0.9918 0.9995 0.9098 0.9968 0.9526	RT @Microsoft_EDU: Quality #education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/Gym6pUUx #EDU11
#Microsoft should follow suit with #Bing and #Windows Live http://t.co/9s0f4SNn	# V V N P ^ & # A U	0.6867 0.9953 0.9989 0.8824 0.9994 0.6460 0.9983 0.6444 0.4156 0.9979	#Microsoft should follow suit with #Bing and #Windows Live http://t.co/9s0f4SNn
Esse prof acha que ninguém sabe mexer no #microsoft word	^ N G G G G G ! N N	0.4308 0.8043 0.7050 0.8338 0.6981 0.5376 0.7216 0.4917 0.7553 0.6777	Esse prof acha que ninguém sabe mexer no #microsoft word
#TonyBates on #Microsoft Acquisition of #Skype via Microsoft - http://t.co/GtoJxLhH	# P ^ N P ^ P ^ , U	0.7955 0.9785 0.8636 0.7647 0.9959 0.9929 0.9903 0.9900 0.6870 0.9958	#TonyBates on #Microsoft Acquisition of #Skype via Microsoft - http://t.co/GtoJxLhH
Check this video out -- Steve Ballmer : We were lucky not to buy Yahoo ! ALALUYA http://t.co/V9rmRAUh #microsoft #yahoo #SteveBallmer	V D N T , ^ ^ , O V A R P V ^ , G U # # #	0.9892 0.8698 0.9993 0.7403 0.9388 0.9982 0.9665 0.9773 0.9928 0.9926 0.9956 0.9971 0.9955 0.9957 0.9790 0.7813 0.3142 0.9942 0.9893 0.9897 0.9911	Check this video out -- Steve Ballmer: We were lucky not to buy Yahoo! ALALUYA http://t.co/V9rmRAUh #microsoft #yahoo #SteveBallmer
Ballmer says you need to be a computer scientist to use Android http://t.co/TlKWhOsd #android #android #microsoft	^ V O V P V D N N P V ^ U # # #	0.9224 0.9973 0.9996 0.9984 0.9721 0.9998 0.9924 0.9970 0.9847 0.9990 0.9789 0.9953 0.9936 0.9877 0.9964 0.9961	Ballmer says you need to be a computer scientist to use Android http://t.co/TlKWhOsd #android #android #microsoft
Geek Fact for October 19th - 1998 : U.S. Department of Justice antitrust case against #Microsoft began . #geekfact	^ N P ^ $ , $ , ^ N P ^ A N P ^ V , #	0.5297 0.7624 0.9998 0.9918 0.8464 0.9187 0.9765 0.9312 0.8878 0.9161 0.9968 0.6583 0.8837 0.9992 0.9990 0.8592 0.9760 0.9976 0.9659	Geek Fact for October 19th - 1998: U.S. Department of Justice antitrust case against #Microsoft began. #geekfact
A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/mnamu0xF	D A N P Z ^ P ^ U	0.9865 0.6512 0.9902 0.9911 0.6262 0.9507 0.9900 0.4746 0.9977	A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/mnamu0xF
A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/nzhbzzW3 via @TechCrunch	D A N P Z ^ P ^ U P @	0.9865 0.6512 0.9902 0.9911 0.6262 0.9507 0.9891 0.4678 0.9946 0.9907 0.9980	A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/nzhbzzW3 via @TechCrunch
Nokia 800 aka Nokia Searay renders http://t.co/NwI63GhB #wp7 #nokia #microsoft #mango	^ $ G ^ ^ V U # # # #	0.9923 0.9716 0.8282 0.9978 0.9017 0.9658 0.9962 0.9732 0.9875 0.9936 0.9950	Nokia 800 aka Nokia Searay renders http://t.co/NwI63GhB #wp7 #nokia #microsoft #mango
As mainly a #Microsoft #business user is it OK to like #IBM #ibmconnections ?	P R D # # N V O A P V ^ # ,	0.7724 0.8877 0.9505 0.5806 0.7324 0.6979 0.9987 0.9961 0.6546 0.9932 0.7708 0.7776 0.4727 0.9972	As mainly a #Microsoft #business user is it OK to like #IBM #ibmconnections ?
RT @FierceWireless : #Microsoft's Ballmer promises #Nokia Windows phones next week , slams #Android . http://t.co/OH8Btu2e #WP7 #Window ...	~ @ ~ Z ^ V ^ ^ N A N , V ^ , U # # ~	0.9979 0.9991 0.9744 0.5100 0.9598 0.8208 0.9565 0.9792 0.9262 0.7928 0.9978 0.9981 0.4371 0.4769 0.9808 0.9968 0.9714 0.9299 0.5880	RT @FierceWireless: #Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/OH8Btu2e #WP7 #Window...
#Microsoft’s Ballmer : Android phones are boring , overcomplicated http://t.co/xyM8fxD0 via @BGR	# ^ , ^ N V A , ^ U P @	0.4966 0.8899 0.9338 0.9866 0.9870 0.9872 0.9853 0.9982 0.2993 0.9944 0.9882 0.9932	#Microsoft’s Ballmer: Android phones are boring, overcomplicated http://t.co/xyM8fxD0 via @BGR
@gsmarena_com Talk , talk , talk ... release the phone already , before they are completely obsolete #Nokia #Microsoft	@ N , V , V , V D N R , P O V R A ^ #	0.9991 0.5119 0.9948 0.8011 0.9960 0.8933 0.9544 0.5995 0.9993 0.9993 0.9949 0.9963 0.9711 0.9953 0.9985 0.9995 0.9174 0.6028 0.8127	@gsmarena_com Talk, talk, talk... release the phone already, before they are completely obsolete #Nokia #Microsoft
#Microsoft's Ballmer promises #Nokia Windows phones next week , slams #Android . http://t.co/5DOmls5e #WP7 #WindowsPhone	# ^ V ^ ^ N A N , V ^ , U # #	0.4108 0.9173 0.8166 0.9508 0.9792 0.9262 0.7928 0.9978 0.9981 0.4371 0.4769 0.9808 0.9973 0.9796 0.9971	#Microsoft's Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/5DOmls5e #WP7 #WindowsPhone
